Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Tue Apr 19 12:35:45 EDT 2022,AProducerConsumerScene.java,1650386145696,10389,0,(R)1(I)14(F)2(I)2,0.8421052631578947,0.0,0.0,10.526315789473683,0.0,0.0,1.9,0.0,0.0,0.2,0.0,0.1,1.6,0.0,[]
,/modelData/A0UserStudy2010.arff,Tue Apr 19 12:35:45 EDT 2022,AProducerConsumerScene.java, 1650386145696
2,,Tue Apr 19 12:35:56 EDT 2022,AProducerConsumerScene.java,1650386156089,1159,1159,(I)3(F)2(I)2,0.7142857142857143,0.0,0.0,28.57142857142857,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,[]
3,,Tue Apr 19 12:35:58 EDT 2022,AProducerConsumerScene.java,1650386158203,87320,0,(I)8(R)2(I)7,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0.19540229885057472,0.0,0.0,0.0,0.0,0.022988505747126436,0.1724137931034483,0.0,[]
4,,Tue Apr 19 12:37:25 EDT 2022,AProducerConsumerScene.java,1650386245796,5088,5088,(I)14(R)8,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,1.6,2.8,0.0,[]
5,,Tue Apr 19 12:37:30 EDT 2022,AProducerConsumerScene.java,1650386250917,12645,0,(R)11(I)7,0.3888888888888889,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.9166666666666666,0.5833333333333334,0.0,[]
6,,Tue Apr 19 12:37:46 EDT 2022,AProducerConsumerScene.java,1650386266580,10673,0,(R)8(I)14,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.8,1.4,0.0,[]
7,,Tue Apr 19 12:37:57 EDT 2022,AProducerConsumerScene.java,1650386277326,6537,6537,(I)22,1.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,0.0,[]
8,,Tue Apr 19 12:38:05 EDT 2022,AProducerConsumerScene.java,1650386285787,5075,5075,(I)18,1.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,3.6,0.0,[]
9,,Tue Apr 19 12:38:10 EDT 2022,AProducerConsumerScene.java,1650386290953,11005,0,(I)2(R)4(I)15,0.8095238095238095,0.0,0.0,0.0,0.0,0.0,1.9090909090909092,0.0,0.0,0.0,0.0,0.36363636363636365,1.5454545454545454,0.0,[]
10,,Tue Apr 19 12:38:22 EDT 2022,AProducerConsumerScene.java,1650386302018,13474,0,(I)11(R)2(I)3,0.875,0.0,0.0,0.0,0.0,0.0,1.2307692307692308,0.0,0.0,0.0,0.0,0.15384615384615385,1.0769230769230769,0.0,[]
11,,Tue Apr 19 12:38:36 EDT 2022,AProducerConsumerScene.java,1650386316042,5255,5255,(I)17(R)4(I)1,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.8,3.6,0.0,[]
12,,Tue Apr 19 12:38:41 EDT 2022,AProducerConsumerScene.java,1650386321460,-15087,-15087,(I)20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
13,,Tue Apr 19 12:38:26 EDT 2022,AProducerConsumerScene.java,1650386306794,25639,0,(R)1(I)5(R)1(I)15,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.08,0.8,0.0,[]
14,,Tue Apr 19 12:38:52 EDT 2022,AProducerConsumerScene.java,1650386332561,95865,0,(I)9(F)2(I)3(F)1,0.8,0.0,0.0,20.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.031578947368421054,0.0,0.0,0.12631578947368421,0.0,[]
15,,Tue Apr 19 12:40:28 EDT 2022,AProducerConsumerScene.java,1650386428426,168811,0,(F)5(I)4(F)2(I)4,0.5333333333333333,0.0,0.0,46.666666666666664,0.0,0.0,0.08928571428571429,0.0,0.0,0.041666666666666664,0.0,0.0,0.047619047619047616,4.0,[1650386553483 4 JavaTeaching/src/lectures/animation/threads/synchronized_methods at master · pdewan/JavaTeaching https://github.com/pdewan/JavaTeaching/tree/master/src/lectures/animation/threads/synchronized_methods, 1650386451404 2 JavaTeaching/AShuttleAnimator.java at master · pdewan/JavaTeaching https://github.com/pdewan/JavaTeaching/blob/master/src/lectures/animation/threads_commands/AShuttleAnimator.java, 1650386444085 1 JavaTeaching/ShuttleAnimator.java at 68647445ad774cbaabac9c154eb31b7bf8115a8b · pdewan/JavaTeaching https://github.com/pdewan/JavaTeaching/blob/68647445ad774cbaabac9c154eb31b7bf8115a8b/src/lectures/animation/threads_commands/ShuttleAnimator.java#L6, 1650386553017 1 JavaTeaching/src/lectures/animation/threads/synchronized_methods at master · pdewan/JavaTeaching https://www.google.com/url?q=https://github.com/pdewan/JavaTeaching/tree/master/src/lectures/animation/threads/synchronized_methods&sa=D&source=docs&ust=1650390151798531&usg=AOvVaw1c81RR4IMLptuRoEIwXRPM]
16,,Tue Apr 19 12:43:17 EDT 2022,AProducerConsumerScene.java,1650386597650,25439,0,(I)8(R)1(I)9,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.04,0.68,0.0,[]
17,,Tue Apr 19 12:43:41 EDT 2022,AProducerConsumerScene.java,1650386621853,34023,0,(I)1(R)1(I)2(R)1(I)7,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.35294117647058826,0.0,0.0,0.0,0.0,0.058823529411764705,0.29411764705882354,0.0,[]
18,,Tue Apr 19 12:44:16 EDT 2022,AProducerConsumerScene.java,1650386656872,9836,9836,(I)7(R)2(I)11,0.9,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,0.0,0.0,0.0,0.0,0.2222222222222222,2.0,0.0,[]
19,,Tue Apr 19 12:44:26 EDT 2022,AProducerConsumerScene.java,1650386666817,7185,7185,(I)7(R)2(I)6,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,2.142857142857143,0.0,0.0,0.0,0.0,0.2857142857142857,1.8571428571428572,0.0,[]
20,,Tue Apr 19 12:44:34 EDT 2022,AProducerConsumerScene.java,1650386674013,34078,0,(I)2(R)3(I)6(R)1(I)4,0.75,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,0.0,0.0,0.0,0.0,0.11764705882352941,0.35294117647058826,0.0,[]
